库位承载类型,托数,重量,体积,数量,描述,
托盘库位,1,100000.0000,10000.0000,100000,
零拣库位,0,999999999,999999999,999999999,
无限大小库位,0,0,0,0,
平置库位,0,10000,1.38,0,
