-
达能,正常入库单,是,箱,-,1,托盘高架区,
达能,正常入库单,否,箱,-,1,地坪箱拣区,
达能,正常入库单,否,箱,包装破损,1,待质检区,
达能,退货入库单,-,-,-,1,退货区,
达能,库内移位单,是,箱,-,1,托盘高架区,
达能,库内移位单,否,箱,-,1,地坪箱拣区,
